Time,lat,long,speed,ctr,CO2,TVOCi,NOxi,PC 0.03,PC 0.05,PC 1.0,PC 2.5,correctedPM 2.5,temp,humidity
10:49:21,33.02044842,-117.27980843,2.16000008583069,1079,436.33,260.9,1,217.7,193.2,43.3,5.3,2.7,23,53
10:49:23,33.02046171,-117.27976113,2.64000010490418,1079,436.33,260.9,1,217.7,193.2,43.3,5.3,2.7,23,53
10:49:30,33.02060108,-117.27954589,2.00999999046326,1082,436.67,258.7,1,206.3,184.3,39.3,6.7,3.4,23,53
10:49:42,33.02070961,-117.27926739,2.34999990463257,1086,436,254.5,1,175.3,148.5,39,7,3.3,23,53
10:49:44,33.02075195,-117.27922985,1.08000004291534,1087,436,253.4,1,174.3,147,37.3,6.7,3.2,23,53
10:49:55,33.02080093,-117.27908746,1.77999997138977,1090,436,251.2,1,161.7,144.3,32,1.3,2.9,23,53
10:50:00,33.02081177,-117.27898013,1.45000004768372,1092,436,248.8,1,180.5,157,33,3,2.9,23,53
10:50:11,33.02069606,-117.27875506,2.96000003814697,1095,436,243.2,1,188.5,155.3,35,3,3,23,53
10:50:16,33.02054929,-117.27864379,2.35999989509583,1097,436,240,1,168.7,140.7,32.3,2.3,3,23,53
10:50:21,33.02040821,-117.27855925,3.16000008583069,1099,435.67,238.4,1,175.5,149,25.7,3,3.1,23,53
10:50:28,33.02017397,-117.27840755,3.14000010490418,1101,435.33,237.5,1,186.8,161.7,24.3,3.7,2.8,23,53
10:50:34,33.02000093,-117.27827872,3.33999991416931,1103,435,237,1,167.7,149,22,4,2.8,23,53
10:50:43,33.01975974,-117.27805671,3.17000007629395,1106,434.33,237.8,1,172,154.5,34.3,3.7,2.9,23,53
10:50:48,33.01961842,-117.27794908,3.77999997138977,1108,434,238.7,1,193.8,162.7,34,2.7,3.2,23,53
10:51:00,33.01919949,-117.27766455,3.67000007629395,1112,435,237.3,1,216,179.2,19.3,3.3,3.6,23,53
10:51:03,33.01908731,-117.27758303,3.53999996185303,1113,435,237.1,1,222.3,186,20.3,3.3,3.7,23,53
10:51:12,33.01876961,-117.27733629,3.3199999332428,1116,435.67,236.2,1,211.8,167.2,34.3,2.3,3.4,23,53
10:51:24,33.01844763,-117.27714416,3.6800000667572,1120,435.33,232.9,1,187.3,148.3,30,3.3,3.6,23,53
10:51:26,33.01836696,-117.27708342,3.3199999332428,1120,435.33,232.9,1,187.3,148.3,30,3.3,3.6,23,53
10:51:37,33.01807597,-117.27684093,3.14000010490418,1124,436,228.8,1,220.7,182.5,34.7,3.7,3.4,23,53
10:51:43,33.01794052,-117.27675526,1.80999994277954,1126,436,227.6,1,202.5,169.8,33.3,4.7,3.4,23,53
10:51:52,33.0180714,-117.27664634,1.82000005245209,1129,436,229.1,1,230,189.2,34.7,3.7,3.6,23,53
